Id,Contact Id,OrderId,OrderDate,OrderTotal,Invoice id,Contact: TotalTheo Renewal Date,Contact: First Purchase Date
256010,3113,256010,4/11/21,$297.00 ,256010,7/11/21,9/9/19
256020,860192,256020,4/11/21,$300.00 ,256020,10/13/21,4/11/21
256024,20179,256024,4/11/21,$300.00 ,256024,5/14/21,7/28/18
256090,839410,256090,4/12/21,$297.00 ,256090,8/12/22,4/12/21
256108,858292,256108,4/12/21,$297.00 ,256108,10/12/22,3/2/21
256110,495199,256110,4/12/21,$297.00 ,256110,10/8/22,4/12/21
256134,206024,256134,4/12/21,$297.00 ,256134,5/24/21,9/8/17
256144,2417,256144,4/12/21,$297.00 ,256144,6/29/23,7/23/16
256146,836028,256146,4/12/21,$297.00 ,256146,6/29/21,4/12/21
256150,684109,256150,4/12/21,$300.00 ,256150,3/12/22,4/25/20
256152,664863,256152,4/12/21,$298.00 ,256152,6/21/22,8/8/20
256158,128442,256158,4/12/21,$297.00 ,256158,4/14/21,7/1/18
256170,639755,256170,4/12/21,$297.00 ,256170,11/10/22,11/5/19
256296,21303,256296,4/13/21,$300.00 ,256296,7/9/21,4/13/21
256308,145164,256308,4/13/21,$300.00 ,256308,3/26/24,12/3/17
256310,69478,256310,4/13/21,$300.00 ,256310,1/14/23,4/13/21
256374,133020,256374,4/14/21,$297.00 ,256374,7/14/23,4/24/17
256424,745664,256424,4/14/21,$297.00 ,256424,9/22/22,9/4/20
256426,606077,256426,4/14/21,$297.00 ,256426,9/14/22,4/14/21
256510,884644,256510,4/15/21,$300.00 ,256510,10/15/21,4/15/21
256544,406255,256544,4/15/21,$100.00 ,256544,9/8/22,9/16/18
256562,884718,256562,4/15/21,$300.00 ,256562,10/15/21,4/15/21
256564,185616,256564,4/15/21,$300.00 ,256564,2/16/23,9/7/17
256656,884792,256656,4/16/21,$297.00 ,256656,10/16/21,4/16/21
256658,251606,256658,4/16/21,$297.00 ,256658,11/1/22,11/29/17
256934,424665,256934,4/19/21,$300.00 ,256934,7/19/23,10/24/18
256938,455765,256938,4/19/21,$297.00 ,256938,7/19/21,8/24/19
256972,748148,256972,4/19/21,$300.00 ,256972,7/19/21,4/19/21
256974,885008,256974,4/19/21,$297.00 ,256974,3/16/22,4/19/21
257064,789040,257064,4/20/21,$297.00 ,257064,3/20/23,11/27/20
257070,829898,257070,4/20/21,$298.00 ,257070,5/4/23,4/20/21
257072,867232,257072,4/20/21,$297.00 ,257072,7/4/22,4/20/21
257074,657417,257074,4/20/21,$297.00 ,257074,5/5/21,1/27/20
257076,6287,257076,4/20/21,$297.00 ,257076,12/19/23,11/19/17
257078,123092,257078,4/20/21,$297.00 ,257078,7/20/21,3/9/17
257080,826172,257080,4/20/21,$300.00 ,257080,5/31/21,4/20/21
257084,885722,257084,4/20/21,$297.00 ,257084,7/20/22,4/20/21
257086,885730,257086,4/20/21,$297.00 ,257086,7/20/21,4/20/21
257094,96366,257094,4/20/21,$297.00 ,257094,7/20/23,12/14/16
257096,67602,257096,4/20/21,$297.00 ,257096,7/20/21,9/17/16
257100,480679,257100,4/20/21,$297.00 ,257100,7/20/21,4/20/21
257102,373320,257102,4/20/21,$297.00 ,257102,7/20/21,6/25/18
257104,17133,257104,4/20/21,$297.00 ,257104,2/24/24,9/1/17
257106,65410,257106,4/20/21,$300.00 ,257106,12/5/22,8/5/17
257108,885736,257108,4/20/21,$297.00 ,257108,7/20/21,4/20/21
257110,191754,257110,4/20/21,$297.00 ,257110,10/20/21,7/27/17
257112,599625,257112,4/20/21,$297.00 ,257112,11/20/22,4/20/21
257114,332784,257114,4/20/21,$297.00 ,257114,11/29/22,9/11/19
257116,27051,257116,4/20/21,$297.00 ,257116,2/15/23,8/18/16
257118,309896,257118,4/20/21,$297.00 ,257118,7/26/23,2/18/18
257120,803486,257120,4/20/21,$300.00 ,257120,4/27/21,4/20/21
257122,1811,257122,4/20/21,$297.00 ,257122,10/20/21,3/6/17
257124,4157,257124,4/20/21,$297.00 ,257124,12/20/21,3/9/16
257126,473741,257126,4/20/21,$297.00 ,257126,7/7/24,2/22/23
257128,174126,257128,4/20/21,$297.00 ,257128,11/11/22,6/7/17
257130,675279,257130,4/20/21,$297.00 ,257130,1/22/23,4/20/21
257132,457919,257132,4/20/21,$297.00 ,257132,7/20/21,4/20/21
257134,884952,257134,4/20/21,$297.00 ,257134,10/20/22,4/20/21
257136,262220,257136,4/20/21,$300.00 ,257136,2/8/23,4/28/19
257138,72868,257138,4/20/21,$297.00 ,257138,10/21/23,10/10/16
257140,883684,257140,4/20/21,$297.00 ,257140,7/20/21,4/20/21
257142,312724,257142,4/20/21,$298.00 ,257142,7/20/21,2/25/18
257144,822412,257144,4/20/21,$300.00 ,257144,7/20/21,4/20/21
257146,336402,257146,4/20/21,$298.00 ,257146,7/21/21,4/29/18
257148,652699,257148,4/20/21,$297.00 ,257148,11/10/22,1/19/21
257150,884188,257150,4/20/21,$297.00 ,257150,5/12/21,4/20/21
257156,467513,257156,4/20/21,$297.00 ,257156,7/20/22,1/8/19
257158,867498,257158,4/20/21,$297.00 ,257158,6/18/21,4/20/21
257162,355676,257162,4/20/21,$300.00 ,257162,7/20/21,10/9/20
257166,71348,257166,4/20/21,$297.00 ,257166,6/18/21,10/5/16
257172,27997,257172,4/20/21,$297.00 ,257172,7/20/22,4/13/16
257174,853290,257174,4/20/21,$298.00 ,257174,4/24/22,4/20/21
257176,636831,257176,4/20/21,$297.00 ,257176,2/21/23,10/15/19
257178,311206,257178,4/20/21,$297.00 ,257178,10/20/22,4/20/21
257182,805710,257182,4/20/21,$297.00 ,257182,7/20/21,1/2/21
257186,51246,257186,4/20/21,$300.00 ,257186,7/20/21,9/11/16
257190,484009,257190,4/20/21,$297.00 ,257190,3/19/23,2/1/19
257194,693867,257194,4/20/21,$297.00 ,257194,2/24/23,4/20/21
257200,27997,257200,4/20/21,$297.00 ,257200,7/20/22,4/13/16
257208,794599,257208,4/20/21,$297.00 ,257208,7/20/22,4/20/21
257210,715651,257210,4/20/21,$297.00 ,257210,10/20/22,6/30/20
257212,25619,257212,4/20/21,$297.00 ,257212,7/20/23,12/9/16
257218,145018,257218,4/20/21,$297.00 ,257218,10/20/22,10/13/17
257222,788092,257222,4/20/21,$297.00 ,257222,7/20/21,4/20/21
257224,179688,257224,4/20/21,$297.00 ,257224,1/4/24,9/3/19
257228,885824,257228,4/20/21,$300.00 ,257228,5/31/21,4/20/21
257232,135032,257232,4/20/21,$297.00 ,257232,10/20/24,3/4/17
257236,5387,257236,4/20/21,$297.00 ,257236,4/21/23,5/31/16
257246,19145,257246,4/20/21,$300.00 ,257246,7/21/21,11/18/16
257316,164688,257316,4/21/21,$300.00 ,257316,7/21/21,5/20/17
257322,11067,257322,4/21/21,$297.00 ,257322,10/21/23,4/21/21
257326,885904,257326,4/21/21,$297.00 ,257326,7/21/23,4/21/21
257340,671445,257340,4/21/21,$297.00 ,257340,7/21/22,3/29/20
257342,51352,257342,4/21/21,$300.00 ,257342,10/21/22,5/1/17
257350,741423,257350,4/21/21,$297.00 ,257350,7/21/24,8/13/20
257356,755708,257356,4/21/21,$297.00 ,257356,12/26/23,10/9/20
257358,885942,257358,4/21/21,$297.00 ,257358,7/16/21,4/21/21
257364,336402,257364,4/21/21,$298.00 ,257364,7/21/21,4/29/18
257366,78822,257366,4/21/21,$297.00 ,257366,11/8/23,10/28/16
257372,885612,257372,4/21/21,$300.00 ,257372,8/10/24,4/21/21
257380,434325,257380,4/21/21,$297.00 ,257380,2/11/23,7/7/19
257384,305656,257384,4/21/21,$300.00 ,257384,7/21/21,2/10/18
257386,67106,257386,4/21/21,$297.00 ,257386,12/20/22,9/14/16
257390,15851,257390,4/21/21,$300.00 ,257390,10/21/21,5/8/16
257392,631123,257392,4/21/21,$300.00 ,257392,10/21/22,9/24/19
257394,72504,257394,4/21/21,$297.00 ,257394,1/11/24,4/27/17
257474,324206,257474,4/22/21,$297.00 ,257474,4/27/21,4/22/21
257478,159714,257478,4/22/21,$297.00 ,257478,7/22/21,5/5/17
257480,97082,257480,4/22/21,$297.00 ,257480,7/22/21,1/2/17
257516,795572,257516,4/22/21,$300.00 ,257516,7/22/21,4/22/21
257528,712651,257528,4/22/21,$297.00 ,257528,2/12/22,6/21/20
257536,624381,257536,4/22/21,$297.00 ,257536,7/22/21,9/17/19
257542,424991,257542,4/22/21,$297.00 ,257542,7/22/21,10/25/18
257612,812000,257612,4/23/21,$297.00 ,257612,9/13/24,1/18/21
257622,9005,257622,4/23/21,$297.00 ,257622,10/23/23,3/13/18
257630,886990,257630,4/23/21,$297.00 ,257630,6/15/21,4/23/21
257638,46766,257638,4/23/21,$297.00 ,257638,5/14/23,6/2/17
257646,805394,257646,4/23/21,$297.00 ,257646,5/5/21,12/31/20
257648,113014,257648,4/23/21,$297.00 ,257648,7/23/21,1/19/17
257652,597839,257652,4/23/21,$300.00 ,257652,6/21/22,10/30/19
257666,84720,257666,4/23/21,$297.00 ,257666,6/10/21,11/10/16
257670,95988,257670,4/23/21,$298.00 ,257670,12/1/23,2/20/17
257732,43300,257732,4/24/21,$300.00 ,257732,10/31/22,7/23/16
257738,86184,257738,4/24/21,$297.00 ,257738,12/28/21,12/7/16
257774,34904,257774,4/24/21,$300.00 ,257774,12/10/23,5/20/16
257784,887484,257784,4/24/21,$300.00 ,257784,7/12/21,4/24/21
257788,115552,257788,4/24/21,$297.00 ,257788,7/24/21,1/22/17
257872,887972,257872,4/25/21,$297.00 ,257872,5/5/21,4/25/21
257882,659495,257882,4/25/21,$297.00 ,257882,7/25/21,7/22/20
257990,776056,257990,4/26/21,$297.00 ,257990,10/26/21,4/26/21
258000,559151,258000,4/26/21,$297.00 ,258000,8/24/22,9/15/19
258048,889078,258048,4/26/21,$297.00 ,258048,4/30/21,4/26/21
258054,789768,258054,4/26/21,$297.00 ,258054,10/26/24,4/26/21
258268,33638,258268,4/28/21,$300.00 ,258268,7/28/21,9/22/17
258294,448945,258294,4/28/21,$297.00 ,258294,7/28/22,12/5/18
258334,858810,258334,4/28/21,$297.00 ,258334,3/6/23,4/28/21
258444,1391,258444,4/29/21,$297.00 ,258444,6/19/22,2/1/16
258820,451195,258820,5/2/21,$297.00 ,258820,6/27/21,12/9/18
258836,874204,258836,5/2/21,$297.00 ,258836,8/2/21,5/2/21
258962,891380,258962,5/3/21,$298.00 ,258962,8/31/22,5/3/21
259072,595837,259072,5/4/21,$297.00 ,259072,5/25/23,7/2/19
259096,376674,259096,5/4/21,$297.00 ,259096,4/20/23,3/5/20
259098,718453,259098,5/4/21,$300.00 ,259098,1/4/23,7/7/20
259106,881434,259106,5/4/21,$297.00 ,259106,5/17/21,5/4/21
259112,777028,259112,5/4/21,$297.00 ,259112,8/4/21,11/10/20
259114,634445,259114,5/4/21,$297.00 ,259114,12/18/21,1/10/20
259116,5939,259116,5/4/21,$297.00 ,259116,8/4/21,4/1/16
259118,890352,259118,5/4/21,$297.00 ,259118,11/4/24,5/4/21
259120,49936,259120,5/4/21,$297.00 ,259120,11/4/22,7/22/16
259122,518649,259122,5/4/21,$297.00 ,259122,8/4/21,12/14/20
259128,882586,259128,5/4/21,$297.00 ,259128,11/4/22,5/4/21
259130,34720,259130,5/4/21,$297.00 ,259130,8/17/23,9/17/16
259132,17911,259132,5/4/21,$297.00 ,259132,6/20/24,6/13/16
259136,739007,259136,5/4/21,$300.00 ,259136,8/4/22,8/5/20
259142,120500,259142,5/4/21,$297.00 ,259142,2/13/23,5/23/17
259144,327340,259144,5/4/21,$298.00 ,259144,7/11/22,4/12/18
259146,660689,259146,5/4/21,$297.00 ,259146,8/4/25,3/6/20
259148,804464,259148,5/4/21,$298.00 ,259148,4/20/22,12/29/20
259152,206182,259152,5/4/21,$300.00 ,259152,2/27/23,5/4/21
259164,744840,259164,5/4/21,$297.00 ,259164,4/28/23,8/27/20
259172,770534,259172,5/4/21,$300.00 ,259172,2/4/23,10/25/20
259266,644495,259266,5/5/21,$297.00 ,259266,8/5/21,11/30/19
259268,399292,259268,5/5/21,$297.00 ,259268,3/13/23,11/15/18
259286,34984,259286,5/5/21,$297.00 ,259286,8/5/21,11/26/19
259288,1891,259288,5/5/21,$297.00 ,259288,2/8/23,3/29/16
259290,892250,259290,5/5/21,$297.00 ,259290,8/5/21,5/5/21
259296,642065,259296,5/5/21,$300.00 ,259296,8/5/21,12/18/19
259298,623717,259298,5/5/21,$297.00 ,259298,7/14/21,9/11/19
259300,475397,259300,5/5/21,$300.00 ,259300,12/5/22,1/21/19
259422,33840,259422,5/6/21,$297.00 ,259422,12/2/22,3/8/17
259424,14121,259424,5/6/21,$298.00 ,259424,8/6/21,3/21/16
259436,1123,259436,5/6/21,$297.00 ,259436,8/6/21,6/4/17
259438,13677,259438,5/6/21,$297.00 ,259438,6/20/24,4/2/16
259440,130896,259440,5/6/21,$297.00 ,259440,8/6/24,3/30/18
259462,1641,259462,5/6/21,$297.00 ,259462,11/6/22,1/31/16
259476,222546,259476,5/6/21,$297.00 ,259476,9/5/21,2/22/18
259480,17721,259480,5/6/21,$297.00 ,259480,4/13/23,4/1/16
259482,391582,259482,5/6/21,$297.00 ,259482,8/6/23,8/6/18
259488,148344,259488,5/6/21,$297.00 ,259488,11/8/24,4/27/17
259548,273738,259548,5/7/21,$300.00 ,259548,2/16/23,12/26/17
259562,22003,259562,5/7/21,$297.00 ,259562,8/7/21,3/22/18
259566,885756,259566,5/7/21,$297.00 ,259566,8/7/21,5/7/21
259570,160134,259570,5/7/21,$300.00 ,259570,11/18/22,8/5/17
259572,855744,259572,5/7/21,$297.00 ,259572,8/16/23,2/28/21
259578,36284,259578,5/7/21,$297.00 ,259578,8/7/21,3/30/17
259580,710127,259580,5/7/21,$300.00 ,259580,8/7/21,6/16/20
259586,893008,259586,5/7/21,$300.00 ,259586,11/7/21,5/7/21
259590,13375,259590,5/7/21,$297.00 ,259590,3/22/22,5/1/16
259690,674683,259690,5/8/21,$300.00 ,259690,12/6/22,5/8/21
259694,362022,259694,5/8/21,$297.00 ,259694,8/8/21,6/10/18
259698,70512,259698,5/8/21,$297.00 ,259698,12/19/22,10/1/16
259764,724165,259764,5/9/21,$297.00 ,259764,5/27/21,7/26/20
259810,42146,259810,5/9/21,$297.00 ,259810,7/29/21,8/5/16
259918,722609,259918,5/10/21,$298.00 ,259918,11/1/22,7/16/20
259920,380912,259920,5/10/21,$297.00 ,259920,8/23/22,8/25/18
259954,1097,259954,5/10/21,$297.00 ,259954,2/10/24,1/31/16
260044,893846,260044,5/11/21,$300.00 ,260044,5/12/21,5/11/21
260066,888032,260066,5/11/21,$300.00 ,260066,5/24/21,5/11/21
260090,1843,260090,5/11/21,$297.00 ,260090,3/13/23,2/13/23
260094,893994,260094,5/11/21,$300.00 ,260094,8/12/21,5/11/21
260154,892346,260154,5/12/21,$200.00 ,260154,10/20/21,5/12/21
260160,719133,260160,5/12/21,$297.00 ,260160,8/12/21,7/6/20
260198,66096,260198,5/12/21,$297.00 ,260198,6/2/21,1/15/17
260298,192142,260298,5/13/21,$297.00 ,260298,8/13/21,7/29/17
260300,170406,260300,5/13/21,$297.00 ,260300,6/30/21,6/1/17
260688,722959,260688,5/17/21,$297.00 ,260688,2/17/23,10/2/20
260808,109502,260808,5/18/21,$297.00 ,260808,8/18/23,1/16/17
262134,900494,262134,5/27/21,$297.00 ,262134,8/27/21,5/27/21
262286,811898,262286,5/28/21,$297.00 ,262286,1/27/24,1/17/21
262610,858134,262610,5/31/21,$297.00 ,262610,2/27/23,5/31/21
262620,839840,262620,5/31/21,$297.00 ,262620,8/31/21,2/12/21
262864,478557,262864,6/2/21,$297.00 ,262864,1/31/25,1/25/19
262866,153024,262866,6/2/21,$297.00 ,262866,9/2/21,9/7/18
262868,192712,262868,6/2/21,$297.00 ,262868,6/29/21,6/2/21
262872,138466,262872,6/2/21,$297.00 ,262872,2/15/23,3/10/17
262876,162166,262876,6/2/21,$297.00 ,262876,8/16/23,5/15/17
262878,902348,262878,6/2/21,$300.00 ,262878,9/2/21,6/2/21
262880,415271,262880,6/2/21,$300.00 ,262880,9/27/22,10/2/18
262882,454657,262882,6/2/21,$297.00 ,262882,5/11/23,1/29/20
262884,87720,262884,6/2/21,$297.00 ,262884,9/2/22,9/13/19
262888,890438,262888,6/2/21,$297.00 ,262888,9/2/22,6/2/21
262890,898568,262890,6/2/21,$300.00 ,262890,6/23/21,6/2/21
262892,212182,262892,6/2/21,$298.00 ,262892,8/19/22,9/27/17
262894,30852,262894,6/2/21,$297.00 ,262894,9/2/21,5/31/16
262896,882870,262896,6/2/21,$297.00 ,262896,4/15/22,5/23/21
262898,900200,262898,6/2/21,$300.00 ,262898,9/2/21,6/2/21
262900,717373,262900,6/2/21,$297.00 ,262900,9/2/21,6/2/21
262904,801754,262904,6/2/21,$297.00 ,262904,9/2/21,12/23/20
262908,1883,262908,6/2/21,$297.00 ,262908,12/13/22,11/11/16
262912,627401,262912,6/2/21,$300.00 ,262912,9/2/21,9/18/19
262914,877750,262914,6/2/21,$297.00 ,262914,9/2/22,6/2/21
262916,850864,262916,6/2/21,$297.00 ,262916,12/29/22,6/2/21
262922,833796,262922,6/2/21,$300.00 ,262922,3/14/22,6/2/21
262934,13331,262934,6/2/21,$298.00 ,262934,9/2/21,4/30/16
262936,902464,262936,6/2/21,$300.00 ,262936,6/15/21,6/2/21
262938,201382,262938,6/2/21,$297.00 ,262938,4/21/23,3/9/18
262940,171962,262940,6/2/21,$297.00 ,262940,2/10/23,6/2/17
262944,899684,262944,6/3/21,$297.00 ,262944,12/13/23,6/3/21
263046,708253,263046,6/3/21,$297.00 ,263046,9/3/21,6/13/20
263048,131808,263048,6/3/21,$300.00 ,263048,9/3/21,2/28/17
263050,244092,263050,6/3/21,$297.00 ,263050,3/14/22,11/17/20
263052,2301,263052,6/3/21,$297.00 ,263052,4/2/23,10/10/16
263066,180774,263066,6/3/21,$297.00 ,263066,5/7/24,6/28/17
263072,832896,263072,6/3/21,$297.00 ,263072,12/10/21,6/3/21
263076,322882,263076,6/3/21,$298.00 ,263076,1/19/22,4/27/18
263078,886252,263078,6/3/21,$297.00 ,263078,9/3/21,6/3/21
263090,481,263090,6/3/21,$300.00 ,263090,9/3/22,2/1/16
263100,31326,263100,6/3/21,$297.00 ,263100,12/3/23,5/22/21
263176,260920,263176,6/4/21,$300.00 ,263176,12/4/22,11/26/17
263184,902592,263184,6/4/21,$300.00 ,263184,9/4/21,6/4/21
263196,31498,263196,6/4/21,$297.00 ,263196,9/4/22,6/12/16
263198,687431,263198,6/4/21,$297.00 ,263198,4/4/23,5/2/20
263206,901334,263206,6/4/21,$297.00 ,263206,12/12/23,6/4/21
263212,390848,263212,6/4/21,$297.00 ,263212,3/11/23,8/1/18
263412,693021,263412,6/6/21,$297.00 ,263412,10/1/21,5/23/21
263466,388032,263466,6/6/21,$297.00 ,263466,9/8/22,10/2/18
263558,852320,263558,6/7/21,$297.00 ,263558,9/7/21,2/23/21
263582,903272,263582,6/7/21,$297.00 ,263582,9/8/21,6/7/21
263656,6493,263656,6/8/21,$297.00 ,263656,9/8/21,3/31/16
263658,599951,263658,6/8/21,$300.00 ,263658,3/18/23,7/7/19
263672,786308,263672,6/8/21,$297.00 ,263672,3/15/23,6/8/21
263778,899746,263778,6/9/21,$297.00 ,263778,8/11/21,6/9/21
263922,228326,263922,6/10/21,$297.00 ,263922,12/9/22,11/17/17
263936,129554,263936,6/10/21,$297.00 ,263936,9/10/22,2/28/17
264028,102646,264028,6/11/21,$300.00 ,264028,7/26/21,4/23/17
264030,811998,264030,6/11/21,$300.00 ,264030,8/11/21,3/16/21
264120,6053,264120,6/12/21,$297.00 ,264120,1/12/24,9/28/16
264194,825824,264194,6/13/21,$300.00 ,264194,8/18/21,6/13/21
264332,193,264332,6/14/21,$297.00 ,264332,2/13/22,8/18/16
264356,904776,264356,6/14/21,$300.00 ,264356,1/22/23,6/14/21
264654,905690,264654,6/17/21,$297.00 ,264654,9/17/21,6/17/21
265218,496757,265218,6/22/21,$297.00 ,265218,9/22/21,2/14/19
265222,478701,265222,6/22/21,$297.00 ,265222,9/22/22,1/26/19
265224,22821,265224,6/22/21,$297.00 ,265224,3/22/23,4/29/21
265226,319876,265226,6/22/21,$297.00 ,265226,9/26/22,3/17/18
265228,868524,265228,6/22/21,$297.00 ,265228,12/29/22,3/15/21
265230,210400,265230,6/22/21,$300.00 ,265230,11/25/22,6/22/21
265232,35258,265232,6/22/21,$300.00 ,265232,9/22/21,6/22/21
265234,91030,265234,6/22/21,$300.00 ,265234,9/22/22,12/4/16
265236,102212,265236,6/22/21,$297.00 ,265236,5/12/23,12/31/16
265244,906318,265244,6/22/21,$300.00 ,265244,11/25/22,6/18/21
265246,158632,265246,6/22/21,$300.00 ,265246,12/2/23,7/10/17
265248,829462,265248,6/22/21,$297.00 ,265248,9/22/21,2/2/21
265250,899834,265250,6/22/21,$300.00 ,265250,3/1/23,6/22/21
265252,904420,265252,6/22/21,$297.00 ,265252,3/20/23,6/22/21
265254,830368,265254,6/22/21,$297.00 ,265254,9/22/21,6/22/21
265256,908114,265256,6/22/21,$297.00 ,265256,11/1/22,6/22/21
265258,134224,265258,6/22/21,$300.00 ,265258,3/28/24,3/3/17
265260,764394,265260,6/22/21,$300.00 ,265260,7/13/21,6/22/21
265262,78716,265262,6/22/21,$297.00 ,265262,9/22/21,10/25/16
265264,622529,265264,6/22/21,$300.00 ,265264,9/22/21,6/22/21
265270,154718,265270,6/22/21,$297.00 ,265270,8/4/21,12/23/19
265274,227012,265274,6/22/21,$297.00 ,265274,2/22/24,7/9/20
265280,356924,265280,6/22/21,$297.00 ,265280,9/9/21,6/22/21
265282,903068,265282,6/22/21,$297.00 ,265282,4/3/23,6/6/21
265286,908144,265286,6/22/21,$300.00 ,265286,9/22/21,6/22/21
265288,414599,265288,6/22/21,$297.00 ,265288,6/10/23,10/5/18
265298,714267,265298,6/22/21,$297.00 ,265298,9/22/21,6/25/20
265304,385990,265304,6/22/21,$297.00 ,265304,7/20/21,8/1/18
265312,262354,265312,6/22/21,$297.00 ,265312,9/22/21,8/30/18
265316,117104,265316,6/22/21,$300.00 ,265316,8/23/21,1/25/17
265320,908268,265320,6/22/21,$300.00 ,265320,9/22/21,6/22/21
265324,904898,265324,6/22/21,$297.00 ,265324,2/6/23,6/22/21
265330,745778,265330,6/22/21,$297.00 ,265330,9/23/21,6/22/21
265384,647369,265384,6/23/21,$300.00 ,265384,9/23/21,6/23/21
265386,478483,265386,6/23/21,$297.00 ,265386,9/23/21,6/23/21
265394,660925,265394,6/23/21,$297.00 ,265394,9/23/22,2/9/20
265398,892168,265398,6/23/21,$300.00 ,265398,7/28/21,6/23/21
265400,445781,265400,6/23/21,$297.00 ,265400,2/24/24,2/1/19
265412,169450,265412,6/23/21,$300.00 ,265412,9/23/21,2/22/21
265420,14333,265420,6/23/21,$297.00 ,265420,9/23/21,3/30/16
265424,105644,265424,6/23/21,$297.00 ,265424,9/23/21,1/14/17
265426,816796,265426,6/23/21,$297.00 ,265426,9/23/22,1/24/21
265500,41548,265500,6/24/21,$297.00 ,265500,9/24/21,7/21/20
265524,890906,265524,6/24/21,$300.00 ,265524,12/28/21,4/30/21
265586,691815,265586,6/25/21,$297.00 ,265586,5/13/22,6/25/21
265594,80074,265594,6/25/21,$297.00 ,265594,7/22/21,11/14/16
265642,497701,265642,6/25/21,$297.00 ,265642,2/18/23,12/18/19
265812,13325,265812,6/27/21,$300.00 ,265812,8/2/21,11/1/20
265838,316550,265838,6/27/21,$297.00 ,265838,9/28/21,2/10/21
265954,910588,265954,6/28/21,$297.00 ,265954,7/14/21,6/28/21
266050,910858,266050,6/29/21,$297.00 ,266050,7/15/21,6/29/21
266096,627,266096,6/30/21,$297.00 ,266096,11/2/22,1/30/16
266248,685449,266248,6/30/21,$297.00 ,266248,9/30/21,6/9/20
266262,687101,266262,6/30/21,$297.00 ,266262,12/30/21,4/30/20
266802,911406,266802,7/5/21,$297.00 ,266802,11/5/22,7/5/21
267050,205942,267050,7/7/21,$297.00 ,267050,10/8/22,7/7/21
267052,35142,267052,7/7/21,$297.00 ,267052,10/7/21,10/26/17
267054,444995,267054,7/7/21,$297.00 ,267054,10/7/21,3/5/20
267056,810116,267056,7/7/21,$300.00 ,267056,10/7/21,1/14/21
267060,184216,267060,7/7/21,$300.00 ,267060,10/15/21,5/23/18
267062,193034,267062,7/7/21,$300.00 ,267062,10/7/21,11/10/20
267064,911502,267064,7/7/21,$297.00 ,267064,4/7/24,6/30/21
267066,913820,267066,7/7/21,$297.00 ,267066,11/17/22,7/7/21
267068,629123,267068,7/7/21,$300.00 ,267068,2/27/24,11/29/19
267070,322484,267070,7/7/21,$300.00 ,267070,12/4/23,4/3/18
267074,394492,267074,7/7/21,$297.00 ,267074,8/11/23,12/31/18
267078,103392,267078,7/7/21,$297.00 ,267078,10/29/22,4/12/17
267084,394270,267084,7/7/21,$297.00 ,267084,7/4/22,7/7/21
267086,777266,267086,7/7/21,$297.00 ,267086,11/18/22,3/23/21
267090,804972,267090,7/7/21,$297.00 ,267090,1/8/23,12/29/20
267094,863724,267094,7/7/21,$297.00 ,267094,10/7/21,5/24/21
267166,1867,267166,7/8/21,$297.00 ,267166,10/8/21,4/30/19
267168,744550,267168,7/8/21,$297.00 ,267168,1/8/24,7/8/21
267174,443845,267174,7/8/21,$300.00 ,267174,3/25/22,11/23/18
267176,97000,267176,7/8/21,$300.00 ,267176,11/10/23,12/16/16
267186,914124,267186,7/8/21,$297.00 ,267186,11/7/23,7/8/21
267188,158354,267188,7/8/21,$297.00 ,267188,2/5/24,5/2/17
267190,881938,267190,7/8/21,$300.00 ,267190,8/29/21,7/8/21
267194,244878,267194,7/8/21,$300.00 ,267194,8/11/21,2/12/18
267196,200596,267196,7/8/21,$297.00 ,267196,1/8/23,8/24/17
267200,912320,267200,7/8/21,$297.00 ,267200,7/9/21,7/3/21
267202,582799,267202,7/8/21,$300.00 ,267202,11/7/21,6/30/19
267210,482541,267210,7/8/21,$297.00 ,267210,10/8/22,1/30/19
267220,792364,267220,7/8/21,$297.00 ,267220,10/8/21,7/8/21
267224,855744,267224,7/8/21,$297.00 ,267224,8/16/23,2/28/21
267278,772690,267278,7/9/21,$297.00 ,267278,3/7/23,7/9/21
267308,320106,267308,7/9/21,$297.00 ,267308,10/9/21,3/18/18
267312,788652,267312,7/9/21,$297.00 ,267312,7/31/21,7/9/21
267318,199936,267318,7/9/21,$300.00 ,267318,10/7/20,9/3/17
267320,197574,267320,7/9/21,$297.00 ,267320,1/21/22,8/13/17
267326,303154,267326,7/9/21,$297.00 ,267326,1/19/23,2/8/18
267422,1017,267422,7/10/21,$297.00 ,267422,11/29/23,7/10/21
267437,638603,267437,7/10/21,$297.00 ,267437,10/18/22,7/12/20
267440,827446,267440,7/10/21,$298.00 ,267440,12/10/22,7/10/21
267556,881676,267556,7/11/21,$297.00 ,267556,10/11/21,7/11/21
267628,906562,267628,7/12/21,$297.00 ,267628,8/25/21,7/12/21
267812,267930,267812,7/14/21,$297.00 ,267812,1/31/24,12/5/17
267854,892276,267854,7/14/21,$297.00 ,267854,10/14/21,7/14/21
267938,916934,267938,7/15/21,$297.00 ,267938,10/15/21,7/15/21
267970,722667,267970,7/15/21,$300.00 ,267970,8/20/21,7/15/21
268200,47300,268200,7/17/21,$297.00 ,268200,10/17/22,6/30/16
268202,111228,268202,7/17/21,$297.00 ,268202,12/17/22,3/30/17
269258,922058,269258,7/25/21,$297.00 ,269258,9/2/21,7/25/21
269366,909042,269366,7/26/21,$297.00 ,269366,10/27/22,7/26/21
271074,8817,271074,8/10/21,$297.00 ,271074,3/31/23,3/22/16
